rank,title,download
8.6,1024分辨率《海湾/海豚湾》BD中英双字无水印,ftp://dygod1:dygod1@d050.dygod.org:1300/海豚湾.[中英双字.1024分辨率]/[电影天堂www.dygod.org]海豚湾BD中英双字.rmvb
8.6,09最新科幻动作大片《阿凡达》DVDscr中英双字,ftp://dygod1:dygod1@d022.dygod.org:2003/阿凡达/[电影天堂www.dygod.org]阿凡达CD1.rmvb
8.6,09最新高分片《谜一样的双眼》DVD中英双字,ftp://dygod1:dygod1@d022.dygod.org:2002/谜一样的双眼DVD中英双字/[电影天堂www.dygod.org]谜一样的双眼DVD中英双字.rmvb
8.6,09最新高分大片《海湾峡谷/海豚湾》DVD中英双字,ftp://dygod1:dygod1@d121.dygod.com:2225/海湾峡谷DVD中英双字/[电影天堂www.dygod.cn].海湾峡谷DVD中英双字.rmvb
8.6,09最新布拉德?皮特大片《无耻混蛋》DVD中英双字,ftp://dygod1:dygod1@d104.dygod.com:1013/无耻混蛋DVD中英双字/[电影天堂www.dygod.com]无耻混蛋cd1.rmvb
8.6,1024分辨率《第九区》BD修正中英双字,ftp://dygod1:dygod1@d104.dygod.com:2005/第九区（修正字幕）.[中英双字.1024分辨率]/[电影天堂www.dygod.com].第九区BD中英双字.rmvb
8.6,09最新高分科幻大片《第九区》DVD中英双字,ftp://dygod1:dygod1@d122.dygod.cn:3056/第九区DVD中英双字/[电影天堂www.dygod.com].第九区DVD中英双字-cd1.rmvb
8.6,09最新冒险喜剧大片《飞屋环游记》DVD中字,ftp://dygod1:dygod1@d122.dygod.cn:1398/飞屋环游记DVD/[电影天堂www.dygod.com]飞屋环游记.rmvb
8.6,1024分辨率《老无所依》BD中英双字,ftp://dygod1:dygod1@d120.dygod.cn:3167/老无所依.[中英双字.1024分辨率]/[电影天堂www.dytt8.net].老无所依.[中英双字.1024分辨率].rmvb
8.5,2010最新李连杰/文章/桂纶镁《海洋天堂》DVD中字,ftp://dygod1:dygod1@d606.dygod.org:5020/海洋天堂DVD/[电影天堂www.dy2018.net]海洋天堂DVD中字.rmvb
8.5,2015年动画喜剧《头脑特工队》BD国英双语.中英双字,ftp://ygdy8:ygdy8@y201.dygod.org:1428/[阳光电影www.ygdy8.com].头脑特工队.BD.720p.国英双语.中英双字幕.mkv
8.5,2014年8.5高分剧情《少年时代》BD中英双字幕,ftp://ygdy8:ygdy8@y201.dygod.org:1109/[阳光电影www.ygdy8.com].少年时代.BD.720p.中英双字幕.rmvb
8.5,2014年高分科幻动作《银河护卫队》BD中英双字幕,ftp://ygdy8:ygdy8@y201.dygod.org:1102/[阳光电影www.ygdy8.com].银河护卫队.BD.720p.中英双字幕.rmvb
8.5,1024分辨率《美版中毒》BD中英双字无水印,ftp://dygod1:dygod1@d053.dygod.org:1328/美版中毒.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]美版中毒BD中英双字.rmvb
8.4,2017年高分获奖剧情《啊，荒野》BD日语中字,ftp://ygdy8:ygdy8@yg45.dydytt.net:7085/[阳光电影www.ygdy8.net].啊，荒野前篇.BD.720p.日语中字.rmvb
8.4,1024分辨率《新世纪福音战士新剧场版：破》BD中字无水印,ftp://dygod1:dygod1@d057.dygod.org:1040/新世纪福音战士新剧场版：破.[中字.1024分辨率]/[电影天堂www.dy2018.net]新世纪福音战士新剧场版：破BD中字.rmvb
8.4,09高分新片《爱的曝光》DVD中字,ftp://dygod1:dygod1@d104.dygod.com:2007/爱的曝光DVD/[电影天堂www.dygod.com].爱的曝光-cd1.rmvb
8.4,08剧情新片《滚拉拉的枪》DVD中字,ftp://dygod1:dygod1@d122.dygod.cn:1551/滚拉拉的枪DVD/[电影天堂www.dygod.com]滚拉拉的枪DVD.rmvb
8.4,2017年8.4高分科幻《银翼杀手2049》BD中英双字幕,ftp://ygdy8:ygdy8@yg72.dydytt.net:8121/[阳光电影www.ygdy8.net].银翼杀手2049.BD.720p.中英双字幕.mkv
8.4,2015年8.4分科幻动作《星球大战7：原力觉醒》BD中英双字幕,ftp://ygdy8:ygdy8@y219.dydytt.net:9074/[阳光电影www.ygdy8.com].星球大战7：原力觉醒.BD.720p.中英双字幕.rmvb
8.4,2016年高分悬疑《神探夏洛克》BD中英双字幕,ftp://ygdy8:ygdy8@y153.dydytt.net:8020/[阳光电影www.ygdy8.com].新世纪福尔摩斯.BD.720p.中英双字幕.rmvb
8.4,高分经典科幻《2001太空漫游》BD中英双字幕,ftp://ygdy8:ygdy8@y006.dygod.org:2187/[阳光电影www.ygdy8.com].2001太空漫游.BD.720p.中英双字幕.rmvb
8.4,2015年惊悚动作《宝贝计划》BD中英双字幕,ftp://ygdy8:ygdy8@y201.dygod.org:1272/[阳光电影www.ygdy8.com].宝贝计划.BD.720p.中英双字幕.rmvb
8.4,2014年高分获奖喜剧《布达佩斯大饭店》720p.BD中英双字幕,ftp://ygdy8:ygdy8@d006.dygod.org:1227/[阳光电影www.ygdy8.com].布达佩斯大饭店.BD.720p.中英双字幕.rmvb
8.4,2013年高分获奖大片《为奴十二年》720p.BD中英双字幕,ftp://ygdy8:ygdy8@d201.dygod.org:9145/[阳光电影www.ygdy8.com].为奴十二年.BD.720p.中英双字幕.rmvb
8.4,法国票房冠军《无法触碰/触不可及》720p.BD中字,ftp://dygod1:dygod1@d303.dygod.org:1012/[电影天堂www.dy2018.net]无法触碰.720p.BD中文字幕.rmvb
8.4,玛丽莲?梦露《热情似火》1024x620 国英双语中字,ftp://dygod3:dygod3@d505.dygod.org:4002/[电影天堂www.dy2018.net]热情似火.1024x620.国英双语.中文字幕.mkv
8.4,1024分辨率《社交网络/社群网战》BD中英双字无水印,ftp://dygod1:dygod1@d082.dygod.org:1067/社交网络.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]社交网络BD中英双字.rmvb
8.4,2010最新高分片《大地惊雷》中字/科恩兄弟执导,ftp://dygod1:dygod1@d300.dygod.org:7009/大地惊雷/[电影天堂www.dy2018.net]大地惊雷-cd1.rmvb
8.4,2010最新《社交网络》DVD中英双字,ftp://dygod1:dygod1@d606.dygod.org:4022/社交网络DVD中英双字/[电影天堂www.dy2018.net]社交网络DVD中英双字.rmvb
8.4,2010最新高分大片《社交网络/社群网战》DVD中字,ftp://dygod1:dygod1@d052.dygod.org:1036/社交网络/[电影天堂www.dy2018.net]社交网络DVDscr中字.rmvb
8.4,1024分辨率《天堂电影院/星光伴我心》BD中英双字无水印,ftp://dygod1:dygod1@d035.dygod.org:2222/天堂电影院.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]天堂电影院BD中英双字.rmvb
8.4,1024分辨率《帝国陷落/帝国的毁灭》BD中英双字无水印,ftp://dygod1:dygod1@d007.dygod.org:1122/帝国的毁灭.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]帝国的毁灭BD中英双字.rmvb
8.4,1024分辨率《海扁王/特攻联盟》BD中英双字无水印,ftp://dygod1:dygod1@d606.dygod.org:3008/海扁王.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]海扁王BD中英双字.rmvb
8.4,2010最新高分大片《海扁王/特攻联盟》R5中字,ftp://dygod1:dygod1@d079.dygod.org:2008/海扁王/[电影天堂www.dy2018.net]海扁王cd1.rmvb
8.4,1024分辨率《这个男人来自地球》BD中英双字无水印,ftp://dygod1:dygod1@d022.dygod.org:1018/这个男人来自地球.[中英双字.1024分辨率]/[电影天堂www.dygod.org]这个男人来自地球BD中英双字.rmvb
8.4,1024分辨率/09最新高分《呼吸》BD中字无水印,ftp://dygod1:dygod1@d022.dygod.org:1006/呼吸.[中字.1024分辨率]/[电影天堂www.dygod.org]呼吸BD中字.rmvb
8.4,1024分辨率《朱诺/鸿孕当头》BD中英双字无水印,ftp://dygod1:dygod1@d031.dygod.com:2373/朱诺.[中英双字.1024分辨率]/[电影天堂www.dygod.com]朱诺BD中英双字.rmvb
8.4,1024分辨率《少年手指虎》BD中英双字,ftp://dygod1:dygod1@d121.dygod.com:2195/少年手指虎.[中字.1024分辨率]/[电影天堂www.dygod.cn].少年手指虎.[中字.1024分辨率].rmvb
8.4,1024分辨率《玛丽和马克思》BD中英双字,ftp://dygod1:dygod1@d122.dygod.cn:1520/玛丽和马克思.[中英双字.1024分辨率]/[电影天堂www.dygod.com].玛丽和马克思.[中英双字.1024分辨率].rmvb
8.4,09最新高分动画《玛丽和马克思》DVD中英双字,ftp://dygod1:dygod1@d120.dygod.cn:1506/玛丽和马克思DVD中英双字/[电影天堂www.dygod.com]玛丽和马克思DVD中英双字.rmvb
8.4,1024分辨率《罪恶之城(重剪辑加长版)》BD中英双字,ftp://dygod1:dygod1@d121.dygod.com:2172/罪恶之城(重剪辑加长版)/[电影天堂www.dytt8.net].罪恶之城(重剪辑加长版).rmvb
8.4,1024分辨率《异形》HD中英双字,ftp://dygod1:dygod1@d122.dygod.cn:2098/异形.[中英双字.1024分辨率]/[电影天堂www.dytt8.net].异形.[中英双字.1024分辨率].rmvb
8.3,2014年高分传记剧情《嘉农》BD中文字幕,ftp://ygdy8:ygdy8@y006.dygod.org:1197/[阳光电影www.ygdy8.com].嘉农.BD.720p.中文字幕.rmvb
8.3,2012年动作《浪客剑心/神剑闯江湖》720p.BD中英双字幕,ftp://dygod1:dygod1@d303.dydytt.com:9043/[电影天堂-www.dy2018.net].浪客剑心.720p.BD中英双字幕.rmvb
8.3,2012年最新《幸福的面包/幸福面包》720p.BD中字,ftp://dygod1:dygod1@d303.dydytt.com:8030/[电影天堂www.dy2018.net].幸福的面包.720p.BD中文字幕.rmvb
8.3,1024分辨率《秒速5厘米》BD中字无水印,ftp://dygod1:dygod1@d082.dygod.org:1078/秒速5厘米.[中字.1024分辨率]/[电影天堂www.dy2018.net]秒速5厘米BD中字.rmvb
8.3,1024分辨率《老男孩》BD中字无水印,ftp://dygod1:dygod1@d022.dygod.org:1009/老男孩.[中字.1024分辨率]/[电影天堂www.dygod.org]老男孩BD中字.rmvb
8.3,2017年高分获奖剧情《三块广告牌》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:7138/阳光电影www.ygdy8.com.三块广告牌.BD.720p.中英双字幕.mkv
8.3,2017年高分获奖剧情《三块广告牌》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:4031/阳光电影www.ygdy8.com.三块广告牌.HD.720p.中英双字幕.rmvb
8.3,2017年高分战争《敦刻尔克》BD国英双语中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:3030/[阳光电影www.ygdy8.net].敦刻尔克.BD.720p.国英双语.中英双字幕.mkv
8.3,2017年8.3高分战争《敦刻尔克》BD中英双字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:3030/[阳光电影www.ygdy8.net].敦刻尔克.BD.720p.国英双语.中英双字幕.mkv
8.3,2016年8.3高分动画《疯狂动物城》BD中英双字幕,ftp://ygdy8:ygdy8@y219.dydytt.net:9111/[阳光电影www.ygdy8.com].疯狂动物城.BD.720p.中英双字幕.rmvb
8.3,2016年8.3高分动画喜剧《疯狂动物城》HD国语中字,ftp://ygdy8:ygdy8@y153.dydytt.net:8108/[阳光电影www.ygdy8.com].疯狂动物城.HD.720p.国语中字.rmvb
8.3,2016年8.3高分科幻动作《死侍》BD中英双字幕,ftp://ygdy8:ygdy8@y153.dydytt.net:8094/[阳光电影www.ygdy8.com].死侍.BD.720p.中英双字幕.rmvb
8.3,2014年高分动画《海洋之歌》BD中英双字幕,ftp://ygdy8:ygdy8@y006.dygod.org:1265/[阳光电影www.ygdy8.com].海洋之歌.BD.720p.中英双字幕.rmvb
8.3,2014年8.3高分获奖喜剧《鸟人/飞鸟侠》BD中英双字幕,ftp://ygdy8:ygdy8@y201.dygod.org:1184/[阳光电影www.ygdy8.com].鸟人.BD.720p.中英双字幕.rmvb
8.3,2014年动作《X战警：逆转未来》国英双语.BD中英双字幕,ftp://ygdy8:ygdy8@y201.dygod.org:1007/[阳光电影www.ygdy8.com].X战警：逆转未来.BD.720p.国英双语.中英双字幕.mkv
8.3,2014年高分科幻动作《X战警：逆转未来》HD中英双字幕,ftp://ygdy8:ygdy8@y201.dygod.org:8073/[阳光电影www.ygdy8.com].X战警：逆转未来.BD.720p.中英双字幕.rmvb
8.3,2013年高分获奖《极速风流》720p.BD中英双字幕,ftp://ygdy8:ygdy8@d201.dygod.org:9102/[阳光电影www.ygdy8.com].极速风流.BD.720p.中英双字幕.rmvb
8.3,2013年高分《午夜之前/爱在午夜降临前》720p.BD中英双字幕,ftp://dygod1:dygod1@d070.dygod.org:1157/[阳光电影www.ygdy8.com].午夜之前.BD.720p.中英双字幕.rmvb
8.3,1024分辨率《勇士/武士/勇者无敌》BD中英双字,ftp://dygod1:dygod1@d068.dygod.org:1018/勇士.[中英双字.1024分辨率]/[电影天堂-www.dy2018.net]勇士BD中英双字.rmvb
8.3,1024分辨率《哈利?波特与死亡圣器(下)》BD+DVD中英双字,ftp://dygod1:dygod1@d138.dygod.org:8028/哈利?波特与死亡圣器(下)DVD中英双字/[电影天堂-www.dy2018.net]哈利?波特与死亡圣器(下)DVD中英双字.rmvb
8.3,1024分辨率《美国往事/四海兄弟》BD中英双字无水印,ftp://dygod1:dygod1@d036.dygod.org:1211/美国往事.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]美国往事BD中英双字.rmvb
8.3,1024分辨率《卢旺达饭店》BD中英双字无水印,ftp://dygod1:dygod1@d090.dygod.org:2837/卢旺达饭店.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]卢旺达饭店BD中英双字.rmvb
8.3,2010最新《驯龙高手》DVDscr中英双字,ftp://dygod1:dygod1@d007.dygod.org:3044/驯龙高手/[电影天堂www.dy2018.net]驯龙高手DVDscr中英双字.rmvb
8.3,2010高分冒险喜剧《了不起的狐狸爸爸》DVDscr中英双字,ftp://dygod1:dygod1@d501.dygod.com:2242/了不起的狐狸爸爸/[电影天堂www.dygod.com]了不起的狐狸爸爸.rmvb
8.3,09最新高分大片《在云端/悬而未决》DVDscr中字,ftp://dygod1:dygod1@d500.dygod.com:2282/在云端/[电影天堂www.dygod.com].在云端-cd1.rmvb
8.3,09新片《摩比小子：海盗历险记》DVD中英双字,ftp://dygod1:dygod1@d104.dygod.com:1034/摩比小子：海盗历险记/[电影天堂www.dytt8.net].摩比小子：海盗历险记.rmvb
8.3,1024分辨率《盗火线/烈火悍将》BD中英双字,ftp://dygod1:dygod1@d121.dygod.com:2181/盗火线.[中英双字.1024分辨率]/[电影天堂www.dygod.com].盗火线BD中英双字.rmvb
8.2,高?x勋经典名作《萤火虫之墓》国粤日三语BD中文字幕,ftp://dygod1:dygod1@d303.dygod.org:8006/[电影天堂www.dy2018.net].萤火虫之墓.720p.国粤日三语.BD中文字幕.mkv
8.2,1024分辨率《我脑中的橡皮擦》BD中字无水印,ftp://dygod1:dygod1@d317.dygod.org:3002/我脑中的橡皮擦.[中字.1024分辨率]/[小调网-www.xiaodiao.com]我脑中的橡皮擦BD中字.rmvb
8.2,09最新《牛皮2/牛皮II》DVD国语无字,ftp://dygod1:dygod1@d033.dygod.org:2033/牛皮2/[电影天堂www.dy2018.net]牛皮2.rmvb
8.2,2017年高分剧情音乐《神秘巨星》HD国印双语中字,ftp://ygdy8:ygdy8@yg45.dydytt.net:4036/阳光电影www.ygdy8.com.神秘巨星.HD.1080p.国印双语中字.mkv
8.2,2017年高分剧情《天才枪手》BD国粤双语中字,ftp://ygdy8:ygdy8@yg45.dydytt.net:4020/[阳光电影www.ygdy8.net].天才枪手.BD.720p.国粤泰三语中字.mkv
8.2,2017年高分剧情悬疑《天才枪手》BD中文字幕,ftp://ygdy8:ygdy8@yg45.dydytt.net:4014/[阳光电影www.ygdy8.net].天才枪手.BD.720p.中文字幕.mkv
8.2,2016年8.2高分科幻动作《美国队长3》BD中英双字幕,ftp://ygdy8:ygdy8@y219.dydytt.net:8144/[阳光电影www.ygdy8.com].美国队长3.BD.720p.中英双字幕.rmvb
8.2,2016年惊悚《劫机惊魂》BD中英双字幕,ftp://ygdy8:ygdy8@y219.dydytt.net:8090/[阳光电影www.ygdy8.com].劫机惊魂.BD.720p.中英双字幕.rmvb
8.2,2015年8.2分纪录《马龙，听我说》BD中英双字幕,ftp://ygdy8:ygdy8@y153.dydytt.net:9052/[阳光电影www.ygdy8.com].马龙，听我说.BD.720p.中英双字幕.rmvb
8.2,2015年8.2高分获奖大片《荒野猎人》BD中英双字幕,ftp://ygdy8:ygdy8@y219.dydytt.net:9094/[阳光电影www.ygdy8.com].荒野猎人.BD.720p.中英双字幕.rmvb
8.2,2015年8.2高分获奖大片《荒野猎人》HD中英双字幕,ftp://ygdy8:ygdy8@y153.dydytt.net:8073/[阳光电影www.ygdy8.com].荒野猎人.BD.720p.中英双字幕.rmvb
8.2,2015年8.2高分《聚焦/焦点追击》BD中英双字幕,ftp://ygdy8:ygdy8@y153.dydytt.net:8038/[阳光电影www.ygdy8.com].聚焦.BD.720p.中英双字幕.rmvb
8.2,2015年高分科幻《火星救援》HD中英双字幕,ftp://ygdy8:ygdy8@y006.dygod.org:2196/[阳光电影www.ygdy8.com].火星救援.HD.720p.中英双字幕.rmvb
8.2,2015年动作《猴神老哥》BD中英双字幕,ftp://ygdy8:ygdy8@y201.dygod.org:1470/[阳光电影www.ygdy8.com].猴神老哥.BD.720p.中英双字幕.rmvb
8.2,2014年高分获奖《第四公民》BD中文字幕,ftp://ygdy8:ygdy8@y201.dygod.org:1336/[阳光电影www.ygdy8.com].第四公民.BD.720p.中文字幕.rmvb
8.2,2014年高分获奖喜剧《蛮荒故事》BD中英双字幕,ftp://ygdy8:ygdy8@y201.dygod.org:1216/[阳光电影www.ygdy8.com].荒蛮故事.BD.720p.中英双字幕.rmvb
8.2,2014年高分获奖大片《模仿游戏》BD中英双字幕,ftp://ygdy8:ygdy8@y006.dygod.org:1253/[阳光电影www.ygdy8.com].模仿游戏.BD.720p.中英双字幕.rmvb
8.2,2013年高分纪录片《曼联92班》BD中英双字幕,ftp://ygdy8:ygdy8@y006.dygod.org:1105/[阳光电影www.ygdy8.com].曼联92班.BD.720p.中英双字幕.rmvb
